# Seismic waveform · 100 Hz · 20 seconds · 2000 samples
# Synthetic teleseismic record · modelled on 2011 Tohoku Mw 9.1 (IRIS DMC)
# Boore & Atkinson (2008) Earthquake Spectra 24(1):99. doi:10.1193/1.2830434
# Events: pre-event noise | P-wave @5s | S-wave @8s | surface waves @12s
time_s,displacement_um
14.4,0.246755
14.41,0.273701
14.42,0.29787
14.43,0.303699
14.44,0.31976
14.45,0.342302
14.46,0.357703
14.47,0.361659
14.48,0.376477
14.49,0.390412
14.5,0.391456
14.51,0.403531
14.52,0.413714
14.53,0.421231
14.54,0.4278
14.55,0.424996
14.56,0.434463
14.57,0.4374
14.58,0.453888
14.59,0.44731
14.6,0.442977
14.61,0.445092
14.62,0.449188
14.63,0.446717
14.64,0.451408
14.65,0.435259
14.66,0.435658
14.67,0.43997
14.68,0.435665
14.69,0.431636
14.7,0.417745
14.71,0.422977
14.72,0.408683
14.73,0.406648
14.74,0.401766
14.75,0.389282
14.76,0.380616
14.77,0.371965
14.78,0.366992
14.79,0.350883
14.8,0.348321
14.81,0.339426
14.82,0.329367
14.83,0.309996
14.84,0.303648
14.85,0.282112
14.86,0.277945
14.87,0.262266
14.88,0.241037
14.89,0.232159
14.9,0.221606
14.91,0.203382
14.92,0.180482
14.93,0.165968
14.94,0.149558
14.95,0.131433
14.96,0.113476
14.97,0.096702
14.98,0.068437
14.99,0.061679
15.0,0.046315
15.01,0.029409
15.02,0.01878
15.03,0.000272
15.04,-0.023481
15.05,-0.041433
15.06,-0.047673
15.07,-0.059828
15.08,-0.074173
15.09,-0.087736
15.1,-0.111427
15.11,-0.116547
15.12,-0.124381
15.13,-0.134581
15.14,-0.156809
15.15,-0.168665
15.16,-0.178846
15.17,-0.187046
15.18,-0.205215
15.19,-0.20852
15.2,-0.223807
15.21,-0.230936
15.22,-0.240602
15.23,-0.247114
15.24,-0.254926
15.25,-0.268871
15.26,-0.278501
15.27,-0.288105
15.28,-0.291838
15.29,-0.305416
15.3,-0.30353
15.31,-0.317614
15.32,-0.311545
15.33,-0.324135
15.34,-0.333408
15.35,-0.317361
15.36,-0.334882
15.37,-0.328412
15.38,-0.331466
15.39,-0.330118
15.4,-0.33236
15.41,-0.323126
15.42,-0.328494
15.43,-0.315728
15.44,-0.311102
15.45,-0.311555
15.46,-0.305961
15.47,-0.296107
15.48,-0.288418
15.49,-0.273835
15.5,-0.263674
15.51,-0.263464
15.52,-0.252408
15.53,-0.232555
15.54,-0.22412
15.55,-0.22361
15.56,-0.204027
15.57,-0.19464
15.58,-0.181104
15.59,-0.175975
15.6,-0.155704
15.61,-0.148995
15.62,-0.134934
15.63,-0.106057
15.64,-0.096122
15.65,-0.08324
15.66,-0.061065
15.67,-0.052381
15.68,-0.026476
15.69,-0.013875
15.7,0.010629
15.71,0.031601
15.72,0.046379
15.73,0.059407
15.74,0.086096
15.75,0.098196
15.76,0.123016
15.77,0.155052
15.78,0.165149
15.79,0.196523
15.8,0.21549
15.81,0.233868
15.82,0.262015
15.83,0.279461
15.84,0.297712
15.85,0.33018
15.86,0.33893
15.87,0.366458
15.88,0.388103
15.89,0.415329
15.9,0.441387
15.91,0.458259
15.92,0.484869
15.93,0.500306
15.94,0.509035
15.95,0.542594
15.96,0.557067
15.97,0.569941
15.98,0.592286
15.99,0.612203
16.0,0.634657
16.01,0.653099
16.02,0.670033
16.03,0.687724
16.04,0.697778
16.05,0.726873
16.06,0.750209
16.07,0.756756
16.08,0.76525
16.09,0.782263
16.1,0.807129
16.11,0.823358
16.12,0.827705
16.13,0.83769
16.14,0.857579
16.15,0.873525
16.16,0.876762
16.17,0.893408
16.18,0.892841
16.19,0.900062
16.2,0.91668
16.21,0.917626
16.22,0.927911
16.23,0.92473
16.24,0.934686
16.25,0.934078
16.26,0.944359
16.27,0.950316
16.28,0.942447
16.29,0.945438
16.3,0.950113
16.31,0.939905
16.32,0.935469
16.33,0.931647
16.34,0.927494
16.35,0.920751
16.36,0.916609
16.37,0.912288
16.38,0.89763
16.39,0.890314
16.4,0.893012
16.41,0.879565
16.42,0.859971
16.43,0.84855
16.44,0.843198
16.45,0.828206
16.46,0.816264
16.47,0.809719
16.48,0.78067
16.49,0.765918
16.5,0.756555
16.51,0.738508
16.52,0.713235
16.53,0.700012
16.54,0.675653
16.55,0.654889
16.56,0.626805
16.57,0.618487
16.58,0.583804
16.59,0.564365
16.6,0.54055
16.61,0.523242
16.62,0.491035
16.63,0.469849
16.64,0.436677
16.65,0.410388
16.66,0.390319
16.67,0.36501
16.68,0.327987
16.69,0.296306
16.7,0.267161
16.71,0.236941
16.72,0.204353
16.73,0.175399
16.74,0.148584
16.75,0.108778
16.76,0.084835
16.77,0.047003
16.78,0.017074
16.79,-0.022647
16.8,-0.050876
16.81,-0.081853
16.82,-0.119193
16.83,-0.151423
16.84,-0.194012
16.85,-0.220757
16.86,-0.254725
16.87,-0.290955
16.88,-0.324012
16.89,-0.354728
16.9,-0.387377
16.91,-0.414166
16.92,-0.446116
16.93,-0.481809
16.94,-0.504649
16.95,-0.543233
16.96,-0.573804
16.97,-0.615228
16.98,-0.631637
16.99,-0.671987
17.0,-0.708423
17.01,-0.73604
17.02,-0.758561
17.03,-0.793195
17.04,-0.813421
17.05,-0.848115
17.06,-0.878571
17.07,-0.90453
17.08,-0.927336
17.09,-0.95328
17.1,-0.987568
17.11,-0.996521
17.12,-1.02573
17.13,-1.054587
17.14,-1.065603
17.15,-1.092081
17.16,-1.101301
17.17,-1.131454
17.18,-1.148776
17.19,-1.167749
17.2,-1.173352
17.21,-1.198171
17.22,-1.208348
17.23,-1.234209
17.24,-1.23982
17.25,-1.254102
17.26,-1.274342
17.27,-1.271866
17.28,-1.283461
17.29,-1.290821
17.3,-1.305077
17.31,-1.301532
17.32,-1.319054
17.33,-1.322132
17.34,-1.322405
17.35,-1.322486
17.36,-1.324611
17.37,-1.325881
17.38,-1.331585
17.39,-1.327956
17.4,-1.319923
17.41,-1.322163
17.42,-1.31606
17.43,-1.30254
17.44,-1.309012
17.45,-1.30372
17.46,-1.285584
17.47,-1.292143
17.48,-1.277417
17.49,-1.258341
17.5,-1.245553
17.51,-1.232513
17.52,-1.221551
17.53,-1.202306
17.54,-1.188663
17.55,-1.178397
17.56,-1.153662
17.57,-1.140981
17.58,-1.11445
17.59,-1.093469
17.6,-1.066541
17.61,-1.046109
17.62,-1.028325
17.63,-0.995107
17.64,-0.991605
17.65,-0.947039
17.66,-0.932028
17.67,-0.897083
17.68,-0.86688
17.69,-0.839041
17.7,-0.814368
17.71,-0.787077
17.72,-0.74856
17.73,-0.726016
17.74,-0.696952
17.75,-0.654873
17.76,-0.62162
17.77,-0.590813
17.78,-0.553208
17.79,-0.529685
17.8,-0.48724
17.81,-0.4599
17.82,-0.422099
17.83,-0.380989
17.84,-0.345438
17.85,-0.320667
17.86,-0.280893
17.87,-0.236556
17.88,-0.200353
17.89,-0.169381
17.9,-0.137535
17.91,-0.095744
17.92,-0.065695
17.93,-0.029681
17.94,0.007981
17.95,0.050644
17.96,0.084314
17.97,0.134944
17.98,0.15676
17.99,0.195497
18.0,0.232293
18.01,0.271736
18.02,0.308366
18.03,0.334906
18.04,0.377367
18.05,0.410115
18.06,0.435643
18.07,0.481719
18.08,0.512853
18.09,0.543189
18.1,0.583219
18.11,0.613578
18.12,0.631976
18.13,0.662361
18.14,0.684766
18.15,0.718708
18.16,0.759741
18.17,0.781385
18.18,0.808387
18.19,0.835
18.2,0.872503
18.21,0.895641
18.22,0.911048
18.23,0.939363
18.24,0.958862
18.25,0.994726
18.26,1.007498
18.27,1.036956
18.28,1.042498
18.29,1.076709
18.3,1.093532
18.31,1.123501
18.32,1.133021
18.33,1.144419
18.34,1.167495
18.35,1.17293
18.36,1.184116
18.37,1.199288
18.38,1.213667
18.39,1.226079
18.4,1.233062
18.41,1.243762
18.42,1.254384
18.43,1.251348
18.44,1.262176
18.45,1.277378
18.46,1.268685
18.47,1.283992
18.48,1.280595
18.49,1.284199
18.5,1.278628
18.51,1.276733
18.52,1.280946
18.53,1.268518
18.54,1.272331
18.55,1.272083
18.56,1.263591
18.57,1.254253
18.58,1.243166
18.59,1.232424
18.6,1.220317
18.61,1.220162
18.62,1.197811
18.63,1.196018
18.64,1.184928
18.65,1.160853
18.66,1.148365
18.67,1.143993
18.68,1.11882
18.69,1.098113
18.7,1.089201
18.71,1.071068
18.72,1.049211
18.73,1.028845
18.74,1.008271
18.75,0.991609
18.76,0.972084
18.77,0.943017
18.78,0.921364
18.79,0.888181
18.8,0.864171
18.81,0.858332
18.82,0.826148
18.83,0.799503
18.84,0.774777
18.85,0.748516
18.86,0.718254
18.87,0.691404
18.88,0.670416
18.89,0.63043
18.9,0.611512
18.91,0.575778
18.92,0.548603
18.93,0.527223
18.94,0.479362
18.95,0.455525
18.96,0.437823
18.97,0.393488
18.98,0.357512
18.99,0.332604
19.0,0.308782
19.01,0.275273
19.02,0.240659
19.03,0.2169
19.04,0.184652
19.05,0.159654
19.06,0.127979
19.07,0.090675
19.08,0.067897
19.09,0.027553
19.1,-0.003319
19.11,-0.031278
19.12,-0.057726
19.13,-0.090322
19.14,-0.109683
19.15,-0.147592
19.16,-0.164941
19.17,-0.200525
19.18,-0.236194
19.19,-0.256905
19.2,-0.294298
19.21,-0.314751
19.22,-0.341009
19.23,-0.368838
19.24,-0.400285
19.25,-0.419587
19.26,-0.443543
19.27,-0.473681
19.28,-0.494417
19.29,-0.512003
19.3,-0.52838
19.31,-0.558868
19.32,-0.577785
19.33,-0.60226
19.34,-0.622565
19.35,-0.644487
19.36,-0.65568
19.37,-0.680953
19.38,-0.690348
19.39,-0.717732
19.4,-0.731357
19.41,-0.736599
19.42,-0.758289
19.43,-0.778812
19.44,-0.786716
19.45,-0.791921
19.46,-0.801711
19.47,-0.82732
19.48,-0.835345
19.49,-0.842472
19.5,-0.864768
19.51,-0.870094
19.52,-0.868934
19.53,-0.873873
19.54,-0.894719
19.55,-0.88825
19.56,-0.895346
19.57,-0.902794
19.58,-0.90569
19.59,-0.903968
19.6,-0.911749
19.61,-0.906947
19.62,-0.908919
19.63,-0.91067
19.64,-0.908686
19.65,-0.900144
19.66,-0.908993
19.67,-0.912099
19.68,-0.904376
19.69,-0.897279
19.7,-0.886432
19.71,-0.893494
19.72,-0.886973
19.73,-0.872151
19.74,-0.878947
19.75,-0.859537
19.76,-0.850422
19.77,-0.838519
19.78,-0.831127
19.79,-0.813972
19.8,-0.802335
19.81,-0.798202
19.82,-0.789632
19.83,-0.777658
19.84,-0.757733
19.85,-0.738161
19.86,-0.733023
19.87,-0.715313
19.88,-0.692978
19.89,-0.683949
19.9,-0.681213
19.91,-0.659907
19.92,-0.641313
19.93,-0.616448
19.94,-0.603847
19.95,-0.583831
19.96,-0.578702
19.97,-0.56607
19.98,-0.538714
19.99,-0.526677
