# Speech VCV token /a-t-a/ · 16000 Hz · 125 ms · 2000 samples
# Synthetic · modelled on TIMIT corpus (Garofolo et al. 1993)
# https://catalog.ldc.upenn.edu/LDC93S1
# Formants per Hillenbrand et al. (1995) JASA 97(5):3099. F1=768 F2=1333 F3=2534 Hz
# Events: vowel /a/ | stop closure | burst | vowel /a/ release
time_s,amplitude
0.081687,-0.009361
0.08175,-0.001635
0.081812,0.005431
0.081875,-0.009248
0.081937,0.011682
0.082,-0.021124
0.082062,0.017315
0.082125,0.008908
0.082187,0.025915
0.08225,0.023282
0.082312,-0.008271
0.082375,-0.003539
0.082437,0.01936
0.0825,0.010973
0.082562,-0.029961
0.082625,0.025942
0.082687,0.007334
0.08275,0.005715
0.082812,-0.005359
0.082875,0.009904
0.082937,0.0077
0.083,-0.004237
0.083062,0.001759
0.083125,-0.003068
0.083187,0.001865
0.08325,-0.017684
0.083312,-0.004775
0.083375,-0.007917
0.083437,0.011479
0.0835,-0.000865
0.083562,0.009241
0.083625,-0.000225
0.083687,0.009685
0.08375,-0.001869
0.083812,0.00023
0.083875,-0.018103
0.083937,-0.004308
0.084,-0.00666
0.084062,-0.019537
0.084125,0.012323
0.084187,0.003024
0.08425,0.014568
0.084312,-0.023207
0.084375,0.009284
0.084437,0.022559
0.0845,-0.009064
0.084562,0.01172
0.084625,0.023564
0.084687,-0.006516
0.08475,-0.004162
0.084812,0.000881
0.084875,0.015776
0.084937,-0.000685
0.085,0.004863
0.085062,0.011598
0.085125,0.003319
0.085187,-0.01064
0.08525,-0.006529
0.085312,0.018156
0.085375,-0.006327
0.085437,0.001503
0.0855,0.019146
0.085562,-0.000449
0.085625,-0.030894
0.085687,0.004417
0.08575,-0.007857
0.085812,-0.010937
0.085875,-0.011814
0.085938,-0.020113
0.086,-0.003274
0.086063,-0.001459
0.086125,0.003924
0.086188,0.026253
0.08625,0.004665
0.086313,0.02456
0.086375,0.005361
0.086438,-0.009796
0.0865,0.003854
0.086563,-0.008487
0.086625,-0.008616
0.086688,-0.030342
0.08675,-0.014406
0.086813,-0.004865
0.086875,-0.003666
0.086938,0.003979
0.087,-0.003258
0.087063,0.005779
0.087125,-0.003201
0.087188,0.000234
0.08725,-0.007996
0.087313,0.004623
0.087375,-6.8e-05
0.087438,-0.000841
0.0875,0.002939
0.087563,-0.009935
0.087625,0.014052
0.087688,-0.000478
0.08775,-0.002365
0.087813,4e-05
0.087875,0.004982
0.087938,-0.002674
0.088,-0.029967
0.088063,0.01114
0.088125,0.001122
0.088188,-0.011488
0.08825,0.015035
0.088313,0.009578
0.088375,-0.027667
0.088438,-0.001779
0.0885,-0.016958
0.088563,-0.017732
0.088625,-0.024409
0.088688,0.019515
0.08875,0.030318
0.088813,0.000387
0.088875,-0.014533
0.088938,0.011311
0.089,-0.004192
0.089063,-0.000845
0.089125,-0.026133
0.089188,-0.000519
0.08925,0.01861
0.089313,0.015169
0.089375,0.008
0.089438,0.017785
0.0895,0.004371
0.089563,0.015629
0.089625,-0.025251
0.089688,-0.011365
0.08975,0.02043
0.089813,0.02529
0.089875,-0.01446
0.089938,-0.009198
0.09,0.002988
0.090063,-0.000953
0.090125,-0.002417
0.090188,0.015072
0.09025,0.017107
0.090313,0.004712
0.090375,0.006269
0.090438,0.006423
0.0905,-0.001607
0.090563,0.000883
0.090625,0.019437
0.090688,-0.011729
0.09075,0.002887
0.090813,-0.007066
0.090875,0.011375
0.090938,-0.021878
0.091,-0.026817
0.091063,-0.012122
0.091125,-0.013808
0.091188,0.008926
0.09125,0.007885
0.091313,-0.015091
0.091375,-0.004037
0.091438,-0.014825
0.0915,0.004191
0.091563,0.002507
0.091625,0.023136
0.091688,-0.022215
0.09175,0.001044
0.091813,0.014072
0.091875,-0.002926
0.091938,0.012773
0.092,-0.001153
0.092063,-0.006786
0.092125,0.014416
0.092188,-0.019577
0.09225,-0.007877
0.092313,0.015436
0.092375,0.021924
0.092438,-0.010123
0.0925,-0.006533
0.092563,-0.011492
0.092625,-0.007433
0.092688,0.015357
0.09275,0.007036
0.092813,-0.025181
0.092875,-0.019859
0.092938,-0.027619
0.093,-0.014331
0.093063,-0.00888
0.093125,-0.009215
0.093188,0.002855
0.09325,0.005712
0.093313,-0.007188
0.093375,0.001022
0.093438,-0.00587
0.0935,-0.013542
0.093563,0.005587
0.093625,0.000343
0.093688,0.012036
0.09375,-0.024002
0.093813,0.012225
0.093875,0.027285
0.093938,0.014306
0.094,-0.004693
0.094063,0.002989
0.094125,-0.025321
0.094188,-0.002698
0.09425,0.016243
0.094313,-0.03624
0.094375,-0.009337
0.094438,-0.007995
0.0945,-0.01508
0.094563,0.010699
0.094625,0.021611
0.094688,-0.00528
0.09475,-0.016739
0.094813,0.014617
0.094875,0.022365
0.094938,0.008218
0.095,0.02045
0.095063,0.009819
0.095125,-0.004991
0.095188,-0.010468
0.09525,0.00687
0.095313,-0.018875
0.095375,0.007824
0.095438,-0.017718
0.0955,-0.016743
0.095563,-0.014575
0.095625,-0.007836
0.095688,-0.00687
0.09575,-0.005371
0.095813,-0.001046
0.095875,0.004138
0.095938,-0.013663
0.096,0.018112
0.096062,-0.007217
0.096125,0.019747
0.096187,-0.001459
0.09625,-0.018783
0.096312,-0.024167
0.096375,-0.002713
0.096437,-0.003432
0.0965,0.011365
0.096562,0.04139
0.096625,0.006825
0.096687,-0.019693
0.09675,-0.000546
0.096812,0.000757
0.096875,0.007542
0.096937,-0.013144
0.097,-0.000211
0.097062,-0.000912
0.097125,-0.000616
0.097187,-0.012698
0.09725,-0.006054
0.097312,-0.008242
0.097375,-0.00666
0.097437,-0.0009
0.0975,0.008488
0.097562,0.004626
0.097625,-0.007494
0.097687,0.021933
0.09775,0.005979
0.097812,0.009301
0.097875,-0.030794
0.097937,0.003482
0.098,-0.001739
0.098062,-0.002294
0.098125,-0.010476
0.098187,0.013428
0.09825,0.007844
0.098312,-0.001461
0.098375,-0.001896
0.098437,0.003308
0.0985,-0.012545
0.098562,-0.003422
0.098625,-0.023687
0.098687,0.011415
0.09875,-0.002772
0.098812,-0.007685
0.098875,0.010408
0.098937,0.014888
0.099,-0.013251
0.099062,0.004786
0.099125,-0.011698
0.099187,-0.009641
0.09925,0.003732
0.099312,0.017079
0.099375,-0.010772
0.099437,-0.002895
0.0995,0.015916
0.099562,0.017975
0.099625,0.00802
0.099687,0.007108
0.09975,-0.00476
0.099812,0.011117
0.099875,0.030208
0.099937,-0.003836
0.1,-0.002057
0.100062,0.001745
0.100125,0.023559
0.100187,-0.013678
0.10025,0.006675
0.100312,0.002357
0.100375,-0.025152
0.100437,0.00675
0.1005,-0.010082
0.100562,-0.013245
0.100625,-0.018274
0.100687,-0.008652
0.10075,-0.007359
0.100812,-0.002712
0.100875,-0.005422
0.100937,-0.008079
0.101,-0.001798
0.101062,0.005643
0.101125,0.001571
0.101187,-0.018688
0.10125,-0.005711
0.101312,-0.006325
0.101375,0.010192
0.101437,0.008767
0.1015,0.008936
0.101562,0.012463
0.101625,0.005098
0.101688,-0.011591
0.10175,-0.029257
0.101813,0.003729
0.101875,0.006605
0.101938,0.009349
0.102,-0.018396
0.102063,0.002453
0.102125,-0.010893
0.102188,-0.002568
0.10225,-0.008725
0.102313,0.002609
0.102375,-0.002217
0.102438,-0.017187
0.1025,0.016024
0.102563,-0.011713
0.102625,-0.026911
0.102688,0.005757
0.10275,0.000502
0.102813,0.009345
0.102875,-0.027237
0.102938,-0.001903
0.103,0.001278
0.103063,-0.011893
0.103125,-0.014656
0.103188,0.005705
0.10325,0.000756
0.103313,0.007432
0.103375,0.003152
0.103438,0.002183
0.1035,0.009957
0.103563,-0.021994
0.103625,-0.020034
0.103688,-0.014928
0.10375,-0.005641
0.103813,-0.010784
0.103875,-0.011076
0.103938,-0.011451
0.104,-0.00413
0.104063,-0.007468
0.104125,0.003748
0.104188,-0.004387
0.10425,-0.036469
0.104313,-0.004446
0.104375,-0.001561
0.104438,0.002333
0.1045,0.000771
0.104563,0.005639
0.104625,-0.000941
0.104688,0.003494
0.10475,-0.01514
0.104813,-0.037016
0.104875,-0.013889
0.104938,-0.000167
0.105,-0.026286
0.105063,0.013458
0.105125,0.026621
0.105188,0.019824
0.10525,0.021834
0.105313,0.017412
0.105375,0.030549
0.105438,-0.024574
0.1055,0.005218
0.105563,-0.001182
0.105625,0.006932
0.105688,0.005972
0.10575,0.024257
0.105813,0.007115
0.105875,-0.010662
0.105938,-0.002415
0.106,0.029562
0.106063,0.021303
0.106125,-0.002348
0.106188,-0.001346
0.10625,-0.00536
0.106313,0.008362
0.106375,0.010387
0.106438,-0.011577
0.1065,0.013429
0.106563,-0.003508
0.106625,-0.008571
0.106688,0.006025
0.10675,-0.012325
0.106813,0.000747
0.106875,-0.010205
0.106938,-0.017332
0.107,-0.001896
0.107063,0.023464
0.107125,0.018663
0.107188,0.019059
0.10725,-0.008348
0.107313,-0.004677
0.107375,-0.025769
0.107438,-0.006308
0.1075,-0.014095
0.107563,-0.025617
0.107625,0.000744
0.107688,0.017352
0.10775,-0.016976
0.107813,-0.000238
0.107875,-0.00429
0.107938,0.007715
0.108,-0.003126
0.108063,0.005105
0.108125,0.00336
0.108188,0.014769
0.10825,0.021159
0.108313,0.006926
0.108375,-0.002758
0.108438,-0.00198
0.1085,0.000473
0.108563,0.017576
0.108625,0.001325
0.108688,-0.009339
0.10875,-0.001845
0.108813,0.003285
0.108875,-0.016369
0.108938,0.003533
0.109,0.00142
0.109063,-0.035907
0.109125,0.000188
0.109188,-0.006727
0.10925,-0.004584
0.109313,-0.003774
0.109375,1.6e-05
0.109438,0.009829
0.1095,0.005254
0.109563,0.014812
0.109625,0.001082
0.109688,-0.001984
0.10975,-0.012332
0.109813,0.006797
0.109875,0.007095
0.109938,-0.01288
0.11,-0.00116
0.110063,0.000196
0.110125,-0.006066
0.110188,-0.015144
0.11025,0.001409
0.110313,0.028827
0.110375,0.006608
0.110438,0.010981
0.1105,0.016304
0.110563,-0.02339
0.110625,-0.014309
0.110688,-0.008106
0.11075,-0.005411
0.110813,-0.023744
0.110875,-0.012048
0.110938,-0.001898
0.111,-0.010909
0.111063,0.015759
0.111125,0.01361
0.111188,-0.004646
0.11125,0.007213
0.111313,0.013013
0.111375,-0.01432
0.111438,-0.020565
0.1115,-0.022099
0.111563,0.010669
0.111625,-0.013939
0.111688,0.015776
0.11175,0.023729
0.111813,1.5e-05
0.111875,0.017427
0.111938,-0.003143
0.112,-0.004104
0.112062,-0.005171
0.112125,-0.013142
0.112187,-0.020821
0.11225,0.014825
0.112312,0.008992
0.112375,0.003702
0.112437,0.02966
0.1125,0.014964
0.112562,0.012367
0.112625,0.012533
0.112687,0.009325
0.11275,-0.021829
0.112812,-0.007383
0.112875,0.008326
0.112937,-0.004399
0.113,0.00635
0.113062,0.010884
0.113125,-0.009109
0.113187,0.003274
0.11325,-0.006514
0.113312,0.021714
0.113375,-0.018924
0.113437,0.003769
0.1135,0.002712
0.113562,0.006357
0.113625,0.009247
0.113687,0.021356
0.11375,-0.006404
0.113812,0.00944
0.113875,0.00293
0.113937,0.008735
0.114,0.013188
0.114062,0.023119
0.114125,-0.00055
0.114187,-0.013485
0.11425,3.1e-05
0.114312,-0.017541
0.114375,0.007538
0.114437,-0.023144
0.1145,-0.032368
0.114562,0.003873
0.114625,0.019211
0.114687,-0.003188
0.11475,0.00395
0.114812,0.011169
0.114875,0.007738
0.114937,-0.002727
0.115,-0.001925
0.115062,0.011641
0.115125,0.009411
0.115187,0.008887
0.11525,-0.002227
0.115312,-0.004015
0.115375,-0.00287
0.115437,0.003372
0.1155,-0.003594
0.115562,0.010888
0.115625,0.020178
0.115687,-0.001076
0.11575,0.01318
0.115812,0.016706
0.115875,-0.001884
0.115937,-0.002422
0.116,0.001652
0.116062,0.001203
0.116125,0.007393
0.116187,0.016215
0.11625,0.018012
0.116312,-0.006906
0.116375,-0.037953
0.116437,-0.005463
0.1165,0.005485
0.116562,-8.3e-05
0.116625,0.020724
0.116687,-0.014283
0.11675,-0.013291
0.116812,0.007138
0.116875,0.006213
0.116937,0.016447
0.117,-0.021023
0.117062,-0.016219
0.117125,0.015072
0.117188,-0.006853
0.11725,-0.00997
0.117313,9e-06
0.117375,0.001489
0.117438,-0.004539
0.1175,0.00642
0.117563,-0.004476
0.117625,0.012536
0.117688,0.00268
0.11775,0.005109
0.117813,0.000672
0.117875,-0.003465
0.117938,0.014689
0.118,0.003904
0.118063,-0.020284
0.118125,0.01033
0.118188,0.004608
0.11825,-0.001153
0.118313,0.013288
0.118375,0.005609
0.118438,-0.032679
0.1185,0.008988
0.118563,-0.025308
0.118625,-0.022954
0.118688,-0.017511
0.11875,-0.005717
0.118813,-0.023277
0.118875,-0.003831
0.118938,-0.002833
0.119,0.008894
0.119063,-0.012717
0.119125,-0.005282
0.119188,-0.004311
0.11925,0.000295
0.119313,-0.010523
0.119375,-0.005944
0.119438,-0.026525
0.1195,0.009526
0.119563,-0.008703
0.119625,0.007188
0.119688,-0.011221
0.11975,0.021757
0.119813,-0.014076
0.119875,-0.007884
0.119938,-0.001938
0.12,-0.018577
0.120063,-0.005169
0.120125,-0.001053
0.120188,0.005718
0.12025,0.012255
0.120313,-0.00471
0.120375,0.01718
0.120438,-0.022685
0.1205,0.009603
0.120563,0.017924
0.120625,0.028211
0.120688,-0.00649
0.12075,-0.001627
0.120813,-0.006057
0.120875,0.007864
0.120938,5.9e-05
0.121,0.017014
0.121063,0.006953
0.121125,0.009234
0.121188,-0.020209
0.12125,0.014584
0.121313,-0.015098
0.121375,-0.006779
0.121438,0.01747
0.1215,0.015974
0.121563,0.007912
0.121625,0.012493
0.121688,0.011792
0.12175,0.009013
0.121813,0.022626
0.121875,-0.009564
0.121938,-0.003451
0.122,-0.018596
0.122063,-0.01629
0.122125,-0.008421
0.122188,0.002082
0.12225,0.00294
0.122313,0.007412
0.122375,-0.014253
0.122438,-0.00369
0.1225,0.013012
0.122563,0.003458
0.122625,0.002725
0.122688,-0.009282
0.12275,-0.018098
0.122813,0.002618
0.122875,0.008359
0.122938,-0.018748
0.123,-0.030524
0.123063,-0.032873
0.123125,0.000294
0.123188,0.002214
0.12325,-0.016151
0.123313,-0.019773
0.123375,-0.014966
0.123438,-0.00057
0.1235,-0.003711
0.123563,0.016444
0.123625,0.008102
0.123688,0.023759
0.12375,0.025408
0.123813,-0.019332
0.123875,-0.001955
0.123938,0.011348
0.124,0.006239
0.124063,0.01439
0.124125,-0.027351
0.124188,0.022806
0.12425,-0.002088
0.124313,0.002193
0.124375,9.6e-05
0.124438,0.001169
0.1245,0.014705
0.124563,0.001923
0.124625,-0.008903
0.124688,0.009423
0.12475,-0.013471
0.124813,-0.014646
0.124875,0.011174
0.124938,-0.027078
