residue,imf1,imf2,imf3,imf4,imf5,imf6,imf7,imf8
-0.015723465,0.007245348,-0.063345279,-0.024004832,-0.023293874,-0.020807390,-0.008957611,-0.000676126,0.014485451
-0.015727102,-0.007785239,-0.065986893,-0.022369540,-0.022203042,-0.020924453,-0.008842424,-0.000714569,0.014475484
-0.015730740,-0.013222350,-0.068293505,-0.020658291,-0.021121200,-0.021037154,-0.008727061,-0.000752984,0.014465507
-0.015734379,-0.000846129,-0.068478554,-0.018877236,-0.020048666,-0.021145436,-0.008611528,-0.000791370,0.014455519
-0.015738019,0.005906336,-0.068098530,-0.017032526,-0.018985757,-0.021249242,-0.008495832,-0.000829727,0.014445520
-0.015741660,0.006933719,-0.067045689,-0.015130313,-0.017932793,-0.021348515,-0.008379982,-0.000868054,0.014435510
-0.015745302,0.007134695,-0.065212284,-0.013176750,-0.016890090,-0.021443199,-0.008263984,-0.000906353,0.014425489
-0.015748945,0.006407938,-0.062490571,-0.011177987,-0.015857966,-0.021533238,-0.008147846,-0.000944621,0.014415456
-0.015752588,-0.007971733,-0.056148947,-0.009140177,-0.014836740,-0.021618573,-0.008031574,-0.000982859,0.014405414
-0.015756233,0.010076745,-0.047262057,-0.007069472,-0.013826728,-0.021699149,-0.007915177,-0.001021067,0.014395360
-0.015759879,0.012467253,-0.037737360,-0.004972023,-0.012828250,-0.021774909,-0.007798661,-0.001059244,0.014385295
-0.015763526,0.024477837,-0.027846485,-0.002853981,-0.011841622,-0.021845795,-0.007682035,-0.001097391,0.014375219
-0.015767173,0.016386547,-0.017861060,-0.000721500,-0.010867163,-0.021911753,-0.007565304,-0.001135506,0.014365133
-0.015770822,0.008471431,-0.008052713,0.001419270,-0.009905190,-0.021957436,-0.007463765,-0.001173589,0.014355035
-0.015774471,-0.008674004,0.000991468,0.003562176,-0.008956021,-0.021998079,-0.007362134,-0.001211641,0.014344927
-0.015778122,0.006267175,0.007960971,0.005701068,-0.008019975,-0.022033626,-0.007260416,-0.001249661,0.014334808
-0.015781773,0.012023682,0.014133501,0.007829792,-0.007097368,-0.022064024,-0.007158617,-0.001287649,0.014324679
-0.015785425,0.013660809,0.019450186,0.009942198,-0.006188519,-0.022089217,-0.007056742,-0.001325604,0.014314538
-0.015789078,0.003383277,0.021712726,0.012032133,-0.005293746,-0.022109152,-0.006954796,-0.001363527,0.014304387
-0.015792733,-0.011171487,0.023290112,0.014093446,-0.004413367,-0.022123775,-0.006852783,-0.001401416,0.014294225
-0.015796388,-0.013868882,0.023054164,0.016119985,-0.003547698,-0.022133029,-0.006750709,-0.001439272,0.014284052
-0.015800044,-0.006143318,0.022445713,0.018105598,-0.002697059,-0.022136862,-0.006648579,-0.001477095,0.014273868
-0.015803701,0.001928543,0.021547840,0.020044133,-0.001861767,-0.022135219,-0.006546397,-0.001514883,0.014263674
-0.015807359,0.010270036,0.020443628,0.021929439,-0.001042139,-0.022128045,-0.006444169,-0.001552638,0.014253469
-0.015811018,0.009293775,0.018726887,0.023755364,-0.000238495,-0.022115286,-0.006341900,-0.001590358,0.014243254
-0.015814678,-0.011309104,0.016712897,0.025515756,0.000548850,-0.022096888,-0.006239594,-0.001628043,0.014233027
-0.015818338,-0.010643784,0.013776567,0.026941158,0.001319575,-0.022072795,-0.006137258,-0.001665694,0.014222790
-0.015822000,-0.004600682,0.010548994,0.028291161,0.002073365,-0.022042955,-0.006034895,-0.001703309,0.014212543
-0.015825663,0.006644188,0.007210174,0.029562048,0.002809901,-0.022007311,-0.005932511,-0.001740889,0.014202285
-0.015829326,0.007914814,0.003940104,0.030750104,0.003528864,-0.021965810,-0.005830111,-0.001778433,0.014192016
-0.015832991,0.019035183,0.000918781,0.031851613,0.004229938,-0.021918398,-0.005727700,-0.001815941,0.014181737
-0.015836656,-0.004272239,-0.002572279,0.032862859,0.004912805,-0.021865019,-0.005625283,-0.001853412,0.014171447
-0.015840323,-0.013762493,-0.004774050,0.033780128,0.005577145,-0.021805620,-0.005522865,-0.001890847,0.014161147
-0.015843990,0.007229058,-0.001323146,0.033575663,0.006222643,-0.021740146,-0.005420450,-0.001928246,0.014150836
-0.015847658,-0.003617656,0.004055222,0.033295014,0.006848980,-0.021668542,-0.005318045,-0.001965607,0.014140514
-0.015851327,0.005729081,0.004308096,0.032959692,0.007455837,-0.021590755,-0.005215654,-0.002002931,0.014130182
-0.015854997,0.007878015,0.001833126,0.032563568,0.008042898,-0.021506729,-0.005113281,-0.002040217,0.014119840
-0.015858669,-0.009105293,-0.001476076,0.032147737,0.008609845,-0.021416411,-0.005010933,-0.002077465,0.014109487
-0.015862340,-0.011461092,-0.004392449,0.031725656,0.009156358,-0.021319746,-0.004908614,-0.002114675,0.014099124
-0.015866013,0.003128950,-0.004022592,0.031085860,0.009682122,-0.021216679,-0.004806329,-0.002151847,0.014088750
-0.015869687,0.006842498,-0.002762199,0.030446647,0.010186817,-0.021107156,-0.004704083,-0.002188979,0.014078366
-0.015873362,-0.004819130,-0.001105698,0.029801393,0.010670127,-0.020991123,-0.004601881,-0.002226073,0.014067971
-0.015877038,0.004783491,-0.000685621,0.029639661,0.010635545,-0.020868525,-0.004499728,-0.002263128,0.014057566
-0.015880714,-0.006337715,0.000492999,0.029457906,0.010579676,-0.020739308,-0.004397630,-0.002300143,0.014047151
-0.015884392,-0.007615066,0.001869375,0.029248770,0.010502937,-0.020603417,-0.004295590,-0.002337118,0.014036725
-0.015888070,-0.004083691,0.003485526,0.029004892,0.010405744,-0.020460798,-0.004193615,-0.002374054,0.014026289
-0.015891750,0.009514382,0.005090373,0.028718915,0.010288514,-0.020311397,-0.004091709,-0.002410948,0.014015842
-0.015895430,0.013437125,0.006432835,0.028383480,0.010151665,-0.020155158,-0.003989877,-0.002447803,0.014005386
-0.015899111,-0.000852834,0.006423679,0.027624727,0.009995612,-0.019992028,-0.003888125,-0.002484616,0.013994919
-0.015902793,-0.004574254,0.005910163,0.026813691,0.009820772,-0.019821953,-0.003786457,-0.002521388,0.013984441
-0.015906476,-0.012741240,0.004901392,0.025954904,0.009627563,-0.019644877,-0.003684878,-0.002558119,0.013973954
-0.015910160,-0.005176983,0.003215557,0.025052900,0.009416400,-0.019460746,-0.003583393,-0.002594808,0.013963456
-0.015913845,0.012630402,0.001335774,0.024112211,0.009187702,-0.019269507,-0.003482008,-0.002631455,0.013952948
-0.015917531,0.000634485,-0.000696525,0.023137372,0.008941884,-0.019071103,-0.003380727,-0.002668060,0.013942430
-0.015921218,0.003291926,-0.002343003,0.022132914,0.008170108,-0.018356228,-0.003279556,-0.002704623,0.013931901
-0.015924905,0.005310160,-0.003316092,0.021103372,0.007382332,-0.017634365,-0.003178499,-0.002741143,0.013921363
-0.015928594,-0.008603380,-0.003328225,0.020053277,0.006579258,-0.016905746,-0.003077562,-0.002777619,0.013910814
-0.015932284,0.004838509,-0.000442786,0.018758344,0.005761587,-0.016170603,-0.002976748,-0.002814053,0.013900255
-0.015935974,-0.002450576,0.003188239,0.017456498,0.004930023,-0.015429166,-0.002876065,-0.002850442,0.013889686
-0.015939665,0.003951589,0.003038997,0.016250899,0.004085267,-0.014681667,-0.002775516,-0.002886788,0.013879106
-0.015943358,-0.003117859,0.001362526,0.015050905,0.003228023,-0.013928336,-0.002675106,-0.002923090,0.013868517
-0.015947051,-0.009528082,-0.000975889,0.013859929,0.002358991,-0.013169404,-0.002574841,-0.002959348,0.013857918
-0.015950745,-0.010839003,-0.003420206,0.012681383,0.001478874,-0.012405103,-0.002474726,-0.002995560,0.013847308
-0.015954440,-0.003341208,-0.004683718,0.011518681,0.000588375,-0.011635664,-0.002374765,-0.003031728,0.013836688
-0.015958136,-0.001247939,-0.005557061,0.010375235,-0.000311804,-0.010861317,-0.002274963,-0.003067851,0.013826059
-0.015961832,0.005496895,-0.006100207,0.009254458,-0.001220962,-0.010082295,-0.002175327,-0.003103928,0.013815419
-0.015965530,0.011949388,-0.006373126,0.008159762,-0.002138395,-0.009298827,-0.002075860,-0.003139960,0.013804769
-0.015969229,-0.006947085,-0.006323075,0.007094560,-0.003063401,-0.008511145,-0.001976567,-0.003175945,0.013794110
-0.015972928,-0.011057162,-0.006089294,0.006062264,-0.003995279,-0.007719480,-0.001877454,-0.003211884,0.013783440
-0.015976629,-0.005990087,-0.005066418,0.005066288,-0.004933326,-0.006924064,-0.001778526,-0.003247777,0.013772760
-0.015980330,0.003867330,-0.004067213,0.004305740,-0.005876839,-0.006125126,-0.001679788,-0.003283623,0.013762071
-0.015984032,0.008496389,-0.002877962,0.003585138,-0.006825117,-0.005322899,-0.001581245,-0.003319422,0.013751371
-0.015987735,0.007159072,-0.000761329,0.002904696,-0.007777457,-0.004517613,-0.001482901,-0.003355173,0.013740662
-0.015991439,-0.009259904,0.001397289,0.002264629,-0.008733157,-0.003709500,-0.001384762,-0.003390877,0.013729942
-0.015995144,-0.010595140,0.003431812,0.001665151,-0.009691514,-0.002898790,-0.001286833,-0.003426533,0.013719213
-0.015998850,-0.011068130,0.004563054,0.001106475,-0.010651827,-0.002085714,-0.001189118,-0.003462141,0.013708474
-0.016002557,0.013802051,0.005309409,0.000588816,-0.011613393,-0.001270505,-0.001091624,-0.003497700,0.013697725
-0.016006265,0.004995517,0.004518560,0.000283911,-0.012575510,-0.000453391,-0.000994354,-0.003533211,0.013686966
-0.016009973,0.001536720,0.003341131,0.000016215,-0.013537476,0.000365394,-0.000897315,-0.003568673,0.013676197
-0.016013683,-0.001663804,0.001870144,-0.000218292,-0.014498588,0.001185621,-0.000800510,-0.003604085,0.013665419
-0.016017393,-0.014695521,0.000198618,-0.000423632,-0.015458144,0.002007057,-0.000703945,-0.003639448,0.013654631
-0.016021104,0.007140371,-0.001368694,-0.000603827,-0.016415443,0.002829473,-0.000607625,-0.003674761,0.013643833
-0.016024816,0.013945742,-0.002930107,-0.000762898,-0.017369780,0.003652637,-0.000511555,-0.003710024,0.013633025
-0.016028529,0.015555462,-0.004316936,-0.000904866,-0.018320455,0.004476317,-0.000415740,-0.003745237,0.013622207
-0.016032243,0.011940478,-0.005496572,-0.001033753,-0.019266766,0.005300283,-0.000320185,-0.003780400,0.013611380
-0.016035958,-0.006983531,-0.006381141,-0.001153580,-0.020208009,0.006124304,-0.000224895,-0.003815511,0.013600543
-0.016039674,-0.011300884,-0.006882767,-0.001268369,-0.021143483,0.006948149,-0.000129875,-0.003850571,0.013589696
-0.016043390,-0.007024537,-0.006216491,-0.001001165,-0.022221909,0.007771586,-0.000035131,-0.003885580,0.013578840
-0.016047108,-0.003131993,-0.005166777,-0.000738141,-0.023294915,0.008594385,0.000059334,-0.003920537,0.013567974
-0.016050826,0.005470611,-0.003821003,-0.000484492,-0.024363551,0.009416315,0.000153514,-0.003955443,0.013557098
-0.016054546,-0.001959955,-0.001429456,-0.000245415,-0.025428868,0.010237143,0.000247403,-0.003990296,0.013546213
-0.016058266,-0.004372432,0.000963086,-0.000026106,-0.026491919,0.011056640,0.000340997,-0.004025096,0.013535318
-0.016061987,-0.005652667,0.002248955,0.000013017,-0.027398530,0.011874574,0.000434291,-0.004059844,0.013524413
-0.016065709,-0.006657994,0.003291968,0.000023498,-0.028306495,0.012690715,0.000527280,-0.004094539,0.013513499
-0.016069432,0.007654238,0.004055956,0.000001658,-0.029218381,0.013504830,0.000619959,-0.004129181,0.013502575
-0.016073156,0.007806161,0.003898126,0.000081384,-0.030147177,0.014316690,0.000712322,-0.004163769,0.013491642
-0.016076880,0.003237831,0.003494749,-0.000511165,-0.030144379,0.014835305,0.000804365,-0.004198303,0.013480699
-0.016080606,-0.006131214,0.002915470,-0.001143872,-0.030121934,0.015351332,0.000896083,-0.004232783,0.013469746
-0.016084332,-0.010381437,0.002229935,-0.001820021,-0.030065635,0.015864667,0.000987471,-0.004267209,0.013458784
-0.016088059,-0.009563001,0.001477490,-0.002542897,-0.029961274,0.016375208,0.001078523,-0.004301580,0.013447813
-0.016091788,0.001216550,0.000754861,-0.003315782,-0.029794642,0.016882853,0.001169235,-0.004335896,0.013436832
-0.016095517,0.011879973,0.000128474,-0.004141962,-0.029551530,0.017387499,0.001259601,-0.004370158,0.013425841
-0.016099247,-0.002642450,-0.000342770,-0.005024720,-0.029217732,0.017889045,0.001349617,-0.004404363,0.013414842
-0.016102977,-0.002390333,-0.000630075,-0.006704918,-0.028041458,0.018387388,0.001439278,-0.004438513,0.013403832
-0.016106709,-0.012395763,-0.000809783,-0.008333824,-0.026762909,0.018882425,0.001528578,-0.004472607,0.013392813
-0.016110442,-0.008631962,0.000160075,-0.009977455,-0.025384703,0.019374056,0.001617513,-0.004506645,0.013381785
-0.016114175,-0.000086691,0.001238395,-0.011604222,-0.023909460,0.019862176,0.001706077,-0.004540626,0.013370748
-0.016117910,0.008311153,0.002325209,-0.013182532,-0.022339799,0.020346684,0.001794266,-0.004574551,0.013359701
-0.016121645,-0.003367431,0.003320652,-0.014680793,-0.020678341,0.020827478,0.001882074,-0.004608418,0.013348645
-0.016125381,-0.005051865,0.004125281,-0.016067413,-0.018927704,0.021304456,0.001969497,-0.004642228,0.013337579
-0.016129118,-0.006300417,0.004268499,-0.017310802,-0.017090508,0.021777515,0.002056529,-0.004675981,0.013326504
-0.016132856,0.002813675,0.003794679,-0.018379366,-0.015169372,0.022246552,0.002143166,-0.004709675,0.013315420
-0.016136595,-0.002440457,0.002405823,-0.019241515,-0.013166917,0.022711467,0.002229402,-0.004743312,0.013304326
-0.016140334,0.004178170,-0.002336366,-0.018697208,-0.011085761,0.023172155,0.002315232,-0.004776890,0.013293224
-0.016144075,-0.000493143,-0.006087905,-0.017925001,-0.008928525,0.023628516,0.002400652,-0.004810409,0.013282111
-0.016147816,-0.010927422,-0.010272226,-0.016025710,-0.006697827,0.024080447,0.002485656,-0.004843870,0.013270990
-0.016151558,-0.015375273,-0.010686673,-0.013948658,-0.004396288,0.024527845,0.002570240,-0.004877271,0.013259860
-0.016155301,-0.016049873,-0.010075312,-0.011733877,-0.002026527,0.024970608,0.002654398,-0.004910613,0.013248720
-0.016159045,-0.012717540,-0.008629067,-0.009421398,0.000408837,0.025408635,0.002738125,-0.004943895,0.013237571
-0.016162790,-0.005144594,-0.006538861,-0.007051251,0.002907185,0.025841822,0.002821416,-0.004977117,0.013226413
-0.016166536,0.006902645,-0.003995616,-0.004663467,0.005465895,0.026270068,0.002904266,-0.005010279,0.013215245
-0.016170283,-0.006737024,-0.000795374,-0.002298077,0.008082350,0.026693270,0.002986671,-0.005043380,0.013204069
-0.016174030,-0.009531568,0.001572590,0.000004888,0.010753929,0.027111326,0.003068625,-0.005076420,0.013192883
-0.016177778,-0.007156641,0.003826685,0.002205398,0.013478013,0.027524133,0.003150123,-0.005109400,0.013181688
-0.016181527,-0.004515133,0.005912561,0.004263421,0.016251983,0.027931590,0.003231160,-0.005142317,0.013170484
-0.016185278,-0.001509935,0.007775867,0.006138927,0.019073218,0.028333594,0.003311732,-0.005175174,0.013159271
-0.016189028,-0.008043941,0.009362251,0.007791885,0.021939100,0.028730043,0.003391832,-0.005207968,0.013148049
-0.016192780,-0.014020041,0.010617363,0.009182264,0.024847008,0.029120835,0.003471457,-0.005240700,0.013136818
-0.016196533,-0.009341127,0.011486851,0.010270033,0.027794324,0.029505866,0.003550600,-0.005273370,0.013125578
-0.016200286,-0.008910091,0.011916365,0.011015161,0.030778427,0.029885036,0.003629258,-0.005305977,0.013114329
-0.016204041,-0.002629824,0.011851554,0.011377618,0.033796699,0.030258242,0.003707425,-0.005338521,0.013103070
-0.016207796,0.009596782,0.011238066,0.011317373,0.036846519,0.030625381,0.003785096,-0.005371002,0.013091803
-0.016211552,0.017866836,0.010021551,0.010794394,0.039925268,0.030986352,0.003862265,-0.005403419,0.013080527
-0.016215309,-0.004160252,0.006339562,0.008014444,0.043030327,0.031341051,0.003938929,-0.005435773,0.013069242
-0.016219067,-0.006075859,0.002786764,0.004976964,0.046159076,0.031689378,0.004015082,-0.005468062,0.013057948
-0.016222826,0.002238291,-0.000997629,0.001927187,0.049308895,0.032031228,0.004090718,-0.005500287,0.013046645
-0.016226585,-0.003243683,0.000860796,-0.003457183,0.052953658,0.032366501,0.004165834,-0.005532448,0.013035333
-0.016230346,0.008033152,-0.002012236,-0.004573495,0.055310162,0.032695094,0.004240423,-0.005564543,0.013024012
-0.016234107,-0.000058804,-0.005999668,-0.005202838,0.057670145,0.033016904,0.004314481,-0.005596574,0.013012682
-0.016237869,-0.002762307,-0.010833580,-0.005365576,0.060028917,0.033331830,0.004388003,-0.005628539,0.013001343
-0.016241632,-0.025297818,-0.016268351,-0.005082074,0.062381788,0.033639769,0.004460984,-0.005660438,0.012989996
-0.016245396,-0.023448337,-0.021495818,-0.004372698,0.064724066,0.033940618,0.004533419,-0.005692272,0.012978639
-0.016249161,-0.011497024,-0.027207658,-0.003257811,0.067051062,0.034234276,0.004605302,-0.005724039,0.012967274
-0.016252926,0.005710417,-0.033533004,-0.001757779,0.069358083,0.034520641,0.004676629,-0.005755740,0.012955900
-0.016256692,0.033328285,-0.040600993,0.000107033,0.071640441,0.034799609,0.004747395,-0.005787374,0.012944517
-0.016260460,0.041510876,-0.048540759,0.002316261,0.073893444,0.035071080,0.004817595,-0.005818941,0.012933126
-0.016264228,0.038888831,-0.060957780,0.004849541,0.076112401,0.035334950,0.004887223,-0.005850440,0.012921725
-0.016267997,0.011852332,-0.074217076,0.007686506,0.078292621,0.035591116,0.004956275,-0.005881872,0.012910316
-0.016271767,0.015267901,-0.088160006,0.010806793,0.080429415,0.035839478,0.005024746,-0.005913237,0.012898898
-0.016275537,0.014002063,-0.102627933,0.014190037,0.082518091,0.036079933,0.005092630,-0.005944533,0.012887472
-0.016279309,0.017921341,-0.117462218,0.017815873,0.084553958,0.036312378,0.005159923,-0.005975760,0.012876037
-0.016283081,0.006892258,-0.132504221,0.021663935,0.086532326,0.036536711,0.005226620,-0.006006920,0.012864593
-0.016286854,0.000781340,-0.147595304,0.025713860,0.088448505,0.036752830,0.005292715,-0.006038010,0.012853140
-0.016290628,-0.010544891,-0.162576828,0.029945283,0.090297803,0.036960633,0.005358204,-0.006069031,0.012841679
-0.016294403,0.008007195,-0.177517261,0.034337838,0.092075530,0.037160017,0.005423081,-0.006099982,0.012830209
-0.016298179,0.008554683,-0.189508525,0.038871161,0.093776995,0.037350880,0.005487341,-0.006130864,0.012818730
-0.016301955,0.013485210,-0.200913094,0.043524888,0.095397507,0.037533119,0.005550981,-0.006161676,0.012807243
-0.016305733,-0.002198558,-0.211708472,0.048278653,0.096932377,0.037706634,0.005613993,-0.006192418,0.012795747
-0.016309511,-0.013493956,-0.221872162,0.053112091,0.098376912,0.037871320,0.005676374,-0.006223089,0.012784243
-0.016313290,-0.001519680,-0.230260305,0.058004839,0.099726423,0.038027077,0.005738119,-0.006253689,0.012772730
-0.016317070,0.014977269,-0.238100738,0.062936531,0.100976219,0.038173801,0.005799222,-0.006284218,0.012761208
-0.016320851,0.011229184,-0.245600592,0.067886802,0.102121608,0.038311391,0.005859678,-0.006314676,0.012749678
-0.016324633,0.007335275,-0.252833912,0.072835287,0.103157901,0.038439743,0.005919483,-0.006345062,0.012738140
-0.016328415,-0.001504595,-0.259975401,0.077761622,0.104080407,0.038558757,0.005978631,-0.006375377,0.012726593
-0.016332198,-0.010090560,-0.267199760,0.082645442,0.104884434,0.038668330,0.006037117,-0.006405619,0.012715037
-0.016335982,-0.013222757,-0.274681694,0.087466383,0.105565293,0.038768358,0.006094937,-0.006435789,0.012703473
-0.016339767,-0.000786513,-0.282510709,0.092204079,0.106118292,0.038858741,0.006152085,-0.006465886,0.012691901
-0.016343553,0.007634923,-0.291078396,0.096838165,0.106538742,0.038939376,0.006208556,-0.006495910,0.012680320
-0.016347340,0.011025536,-0.299343576,0.101348277,0.106821950,0.039010160,0.006264345,-0.006525861,0.012668731
-0.016351127,-0.000235268,-0.307660495,0.105714051,0.106963227,0.039070992,0.006319448,-0.006555738,0.012657133
-0.016354916,-0.002115654,-0.315035822,0.109915121,0.106957882,0.039121768,0.006373859,-0.006585542,0.012645527
-0.016358705,0.007682157,-0.323742178,0.113931122,0.107422443,0.038605872,0.006345626,-0.006598028,0.012633913
-0.016362495,0.014673582,-0.329269812,0.117741690,0.107730693,0.038080013,0.006316701,-0.006610440,0.012622290
-0.016366286,0.032639979,-0.331277532,0.122229067,0.107877636,0.037544385,0.006287092,-0.006622778,0.012610659
-0.016370077,-0.006203194,-0.311042264,0.126459523,0.107858273,0.036999183,0.006256802,-0.006635042,0.012599019
-0.016373870,-0.054588311,-0.285795713,0.130401932,0.107667607,0.036444601,0.006225838,-0.006647233,0.012587371
-0.016377663,-0.101813652,-0.256203680,0.134025173,0.107300641,0.035880833,0.006194206,-0.006659351,0.012575715
-0.016381457,-0.142177495,-0.222931962,0.137298120,0.106752377,0.035308073,0.006161911,-0.006671395,0.012564051
-0.016385252,-0.204978118,-0.186646362,0.140189651,0.106017818,0.034726516,0.006128959,-0.006683367,0.012552378
-0.016389048,-0.274513801,-0.148012678,0.142668641,0.105091966,0.034136355,0.006095355,-0.006695265,0.012540697
-0.016392845,-0.340082822,-0.107696709,0.144703966,0.103969823,0.033537786,0.006061105,-0.006707091,0.012529008
-0.016396642,-0.410983460,-0.066364256,0.150248622,0.098662274,0.032931003,0.006026215,-0.006718844,0.012517311
-0.016400440,-0.486513995,-0.024681119,0.155269505,0.093166301,0.032316199,0.005990691,-0.006730525,0.012505605
-0.016404239,-0.540972704,0.016686903,0.159717630,0.087494767,0.031693569,0.005954538,-0.006742134,0.012493892
-0.016408039,-0.538288925,0.061705070,0.163544013,0.081660535,0.031063308,0.005917762,-0.006753670,0.012482170
-0.016411840,-0.458070079,0.105016722,0.166699670,0.075676468,0.030425609,0.005880368,-0.006765134,0.012470440
-0.016415642,-0.339554645,0.145896260,0.169135615,0.069555431,0.029780667,0.005842362,-0.006776527,0.012458701
-0.016419444,-0.211981101,0.183618084,0.170802863,0.063310287,0.029128676,0.005803750,-0.006787848,0.012446955
-0.016423247,-0.029587927,0.217456596,0.171652431,0.056953898,0.028469831,0.005764538,-0.006799097,0.012435200
-0.016427051,0.238386399,0.246686195,0.171635333,0.050499129,0.027804325,0.005724730,-0.006810275,0.012423438
-0.016430856,0.502703397,0.270581281,0.170702585,0.043958842,0.027132353,0.005684334,-0.006821381,0.012411667
-0.016434662,0.689124589,0.288416257,0.168805203,0.037345901,0.026454109,0.005643354,-0.006832417,0.012399889
-0.016438468,0.763411495,0.299465521,0.165894200,0.030673170,0.025769788,0.005601796,-0.006843381,0.012388102
-0.016442276,0.711881282,0.266635076,0.147733345,0.023953512,0.025079584,0.005559666,-0.006854274,0.012376307
-0.016446084,0.446757912,0.228208654,0.128801883,0.017199790,0.024383690,0.005516969,-0.006865097,0.012364504
-0.016449893,0.045820991,0.186101589,0.109391810,0.010424868,0.023682302,0.005473711,-0.006875849,0.012352693
-0.016453702,-0.253149875,0.142229212,0.089795124,0.003641609,0.022975614,0.005429898,-0.006886531,0.012340875
-0.016457513,-0.362375078,0.098506858,0.070303820,-0.003137124,0.022263819,0.005385536,-0.006897143,0.012329048
-0.016461324,-0.299075012,0.056849859,0.051209895,-0.009898467,0.021547112,0.005340630,-0.006907684,0.012317213
-0.016465137,-0.179755733,0.023459212,0.032805347,-0.016629556,0.020825688,0.005295185,-0.006918156,0.012305371
-0.016468950,-0.096565948,-0.004821435,0.015382172,-0.023317529,0.020099741,0.005249208,-0.006928557,0.012293520
-0.016472763,-0.030940027,-0.026862774,-0.000767633,-0.029949522,0.019369464,0.005202704,-0.006938889,0.012281662
-0.016476578,0.010687661,-0.041535494,-0.015352071,-0.036512671,0.018635053,0.005155679,-0.006949151,0.012269795
-0.016480394,-0.000177005,-0.015763516,-0.027966166,-0.042994114,0.017896701,0.005108138,-0.006959344,0.012257921
-0.016484210,0.003196231,0.003534036,-0.038434111,-0.049380986,0.017154603,0.005060088,-0.006969468,0.012246039
-0.016488027,0.000140476,0.004815711,-0.034560626,-0.055660425,0.016408953,0.005011533,-0.006979523,0.012234149
-0.016491845,-0.006311435,0.002547744,-0.028857844,-0.061819567,0.015659946,0.004962479,-0.006989508,0.012222251
-0.016495663,0.005253031,0.000910178,-0.022294313,-0.067482638,0.014907775,0.004912933,-0.006999425,0.012210345
-0.016499483,-0.006012353,0.001644563,-0.015412602,-0.073002595,0.014152634,0.004862899,-0.007009273,0.012198432
-0.016503303,0.007828580,0.002090607,-0.008498742,-0.078369482,0.013394719,0.004812384,-0.007019052,0.012186511
-0.016507124,0.003672599,0.000865186,-0.002076530,-0.083573343,0.012634224,0.004761393,-0.007028764,0.012174582
-0.016510946,0.005275034,-0.000757525,0.003814374,-0.088604226,0.011871342,0.004709931,-0.007038406,0.012162645
-0.016514769,-0.007738285,-0.002438830,0.006325034,-0.090577920,0.011106268,0.004658005,-0.007047981,0.012150701
-0.016518592,-0.000700833,-0.003880729,0.008370131,-0.092373831,0.010339196,0.004605621,-0.007057488,0.012138749
-0.016522417,0.006216695,-0.004948002,0.009990090,-0.093997109,0.009570320,0.004552782,-0.007066927,0.012126789
-0.016526242,0.007845085,-0.005506907,0.011225336,-0.095452905,0.008799836,0.004499497,-0.007076298,0.012114821
-0.016530068,-0.005641741,-0.005766844,0.012116295,-0.096746369,0.008027936,0.004445769,-0.007085602,0.012102846
-0.016533895,0.006179342,-0.006186410,0.012703392,-0.097882652,0.007254816,0.004391605,-0.007094839,0.012090863
-0.016537722,-0.007408958,-0.006083790,0.013027053,-0.098866906,0.006480670,0.004337010,-0.007104008,0.012078873
-0.016541550,-0.001013395,-0.005887702,0.013127703,-0.099704279,0.005705691,0.004281991,-0.007113110,0.012066874
-0.016545379,0.010334172,-0.005601763,0.013045768,-0.100399925,0.004930074,0.004226552,-0.007122145,0.012054869
-0.016549209,0.011599490,-0.005227195,0.012821674,-0.100958992,0.004154014,0.004170699,-0.007131114,0.012042855
-0.016553040,-0.002255257,-0.004761657,0.012495845,-0.101386632,0.003377705,0.004114439,-0.007140015,0.012030834
-0.016556872,-0.001268775,-0.004201915,0.012108707,-0.101687995,0.002601340,0.004057776,-0.007148850,0.012018806
-0.016560704,-0.015479771,-0.003544739,0.011700686,-0.101868233,0.001825115,0.004000717,-0.007157619,0.012006770
-0.016564537,-0.000734075,-0.002254425,0.011586860,-0.101932495,0.001049223,0.003943267,-0.007166322,0.011994726
-0.016568371,0.008893998,-0.001001712,0.011517233,-0.101885933,0.000273859,0.003885431,-0.007174958,0.011982675
-0.016572206,0.008523007,0.000075134,0.011516463,-0.101733697,-0.000500783,0.003827216,-0.007183529,0.011970617
-0.016576041,0.013271513,0.000837845,0.011609208,-0.101480938,-0.001274508,0.003768627,-0.007192034,0.011958551
-0.016579877,-0.006517076,0.000188871,0.012336080,-0.100914326,-0.002047123,0.003709669,-0.007200473,0.011946477
-0.016583714,-0.011099963,-0.000849347,0.013153726,-0.100255944,-0.002818434,0.003650349,-0.007208847,0.011934396
-0.016587552,-0.000604227,-0.002118931,0.014034750,-0.099509398,-0.003588245,0.003590672,-0.007217155,0.011922308
-0.016591391,0.004714169,-0.003333115,0.014951754,-0.098678291,-0.004356362,0.003530644,-0.007225398,0.011910212
-0.016595230,0.009504538,-0.004147116,0.015914046,-0.098047575,-0.004841243,0.003470270,-0.007233576,0.011898108
-0.016599071,0.007469978,-0.003207674,0.016868671,-0.097339372,-0.005324175,0.003409556,-0.007241689,0.011885998
-0.016602912,-0.010471280,-0.001413367,0.017799381,-0.096557151,-0.005805098,0.003348508,-0.007249738,0.011873880
-0.016606753,-0.010521099,0.002457323,0.018689924,-0.095704384,-0.006283952,0.003287131,-0.007257721,0.011861754
-0.016610596,0.004298137,0.006446431,0.019524052,-0.094784540,-0.006760674,0.003225431,-0.007265640,0.011849621
